# REGULATORY KYC AUDIT EXPORT
# FORMAT: PSV (PIPE DELIMITED)
# SOURCE: COMPLIANCE_MAIN_DB
verification_id|customer_id|document_type|id_number_masked|verification_vendor|confidence_score|facial_match_pct|screening_flags|verified_timestamp
KYC-11193|C75230|DRIVERS_LICENSE|DRIV-****-997|Trulioo|0.5|47.6|CLEAR|2022-11-05 00:00:00
KYC-11194|C86435|NATIONAL_ID|NATI-****-953|Trulioo|0.7|92.3|CLEAR|2023-12-03 00:00:00
KYC-11195|C28758|RESIDENCE_PERMIT|RESI-****-707|Trulioo|0.87|72.6|CLEAR|2024-10-29 00:00:00
KYC-11196|C40433|NATIONAL_ID|NATI-****-200|Jumio|0.44|45.8|CLEAR|2022-03-18 00:00:00
KYC-11197|C70443|NATIONAL_ID|NATI-****-986|Onfido|0.88|73.7|CLEAR|2024-03-28 00:00:00
KYC-11198|C93611|RESIDENCE_PERMIT|RESI-****-786|IDnow|0.92|53.4|EXPIRED_DOC|2024-04-06 00:00:00
KYC-11199|C43289|DRIVERS_LICENSE|DRIV-****-694|Veriff|0.91|43.2|CLEAR|2024-12-09 00:00:00
KYC-11200|C70236|PASSPORT|PASS-****-393|Trulioo|0.36|96.3|PEP_HIT;SANCTION_CLEAR|2022-12-15 00:00:00
KYC-11201|C43466|NATIONAL_ID|NATI-****-503|Onfido|0.43|62.6|CLEAR|2024-06-20 00:00:00
KYC-11202|C97404|DRIVERS_LICENSE|DRIV-****-428|IDnow|0.65|73.8|EXPIRED_DOC|2023-06-02 00:00:00
KYC-11203|C11231|NATIONAL_ID|NATI-****-857|IDnow|0.46|41.7|TAMPERED_DOC_SUSPECTED|2022-11-26 00:00:00
KYC-11204|C70981|RESIDENCE_PERMIT|RESI-****-849|Jumio|0.37|53.6|ADDRESS_MISMATCH_WARN|2023-07-01 00:00:00
KYC-11205|C47700|PASSPORT|PASS-****-278|Veriff|0.86|54.2|PEP_HIT;SANCTION_CLEAR|2024-12-04 00:00:00
KYC-11206|C98815|NATIONAL_ID|NATI-****-212|IDnow|0.69|63.4|HIGH_RISK_GEO;SUSPICIOUS_IP|2022-09-15 00:00:00
KYC-11207|C81643|NATIONAL_ID|NATI-****-925|Onfido|0.57|74.5|CLEAR|2021-10-05 00:00:00
KYC-11208|C30706|NATIONAL_ID|NATI-****-941|IDnow|0.46|31.6|HIGH_RISK_GEO;SUSPICIOUS_IP|2021-11-24 00:00:00
KYC-11209|C19681|RESIDENCE_PERMIT|RESI-****-571|Onfido|0.38|37.6|CLEAR|2023-05-25 00:00:00
KYC-11210|C67898|DRIVERS_LICENSE|DRIV-****-537|Trulioo|0.36|72.3|HIGH_RISK_GEO;SUSPICIOUS_IP|2022-12-12 00:00:00
KYC-11211|C55293|RESIDENCE_PERMIT|RESI-****-889|Onfido|0.66|96.9|CLEAR|2023-10-28 00:00:00
KYC-11212|C87014|NATIONAL_ID|NATI-****-347|Veriff|0.37|72.4|CLEAR|2022-03-13 00:00:00
KYC-11213|C49210|NATIONAL_ID|NATI-****-449|Jumio|0.8|55.1|CLEAR|2023-12-03 00:00:00
KYC-11214|C93746|DRIVERS_LICENSE|DRIV-****-958|Trulioo|0.72|59.6|CLEAR|2023-06-17 00:00:00
KYC-11215|C65615|RESIDENCE_PERMIT|RESI-****-750|Jumio|0.56|88.0|ADDRESS_MISMATCH_WARN|2023-09-03 00:00:00
KYC-11216|C42780|DRIVERS_LICENSE|DRIV-****-383|IDnow|0.71|83.0|ADDRESS_MISMATCH_WARN|2024-06-12 00:00:00
KYC-11217|C69878|RESIDENCE_PERMIT|RESI-****-225|Jumio|0.75|69.1|CLEAR|2022-02-09 00:00:00
KYC-11218|C49599|NATIONAL_ID|NATI-****-708|Veriff|0.77|47.2|PEP_HIT;SANCTION_CLEAR|2022-05-01 00:00:00
KYC-11219|C36111|RESIDENCE_PERMIT|RESI-****-973|Onfido|0.62|79.3|CLEAR|2023-04-14 00:00:00
KYC-11220|C60422|PASSPORT|PASS-****-939|Veriff|0.65|73.2|PEP_HIT;SANCTION_CLEAR|2024-10-02 00:00:00
KYC-11221|C73335|PASSPORT|PASS-****-304|IDnow|0.96|53.7|ADDRESS_MISMATCH_WARN|2024-05-19 00:00:00
KYC-11222|C23979|DRIVERS_LICENSE|DRIV-****-465|Trulioo|0.48|45.2|ADDRESS_MISMATCH_WARN|2024-07-06 00:00:00
KYC-11223|C41091|NATIONAL_ID|NATI-****-512|IDnow|0.96|53.6|CLEAR|2024-05-24 00:00:00
KYC-11224|C59986|PASSPORT|PASS-****-197|Onfido|0.71|76.8|PEP_HIT;SANCTION_CLEAR|2023-05-30 00:00:00
KYC-11225|C84963|RESIDENCE_PERMIT|RESI-****-302|Onfido|0.37|63.8|CLEAR|2024-02-09 00:00:00
KYC-11226|C57049|RESIDENCE_PERMIT|RESI-****-995|Onfido|0.77|33.3|CLEAR|2024-09-13 00:00:00
KYC-11227|C85341|DRIVERS_LICENSE|DRIV-****-885|Jumio|0.43|97.9|ADDRESS_MISMATCH_WARN|2023-10-09 00:00:00
KYC-11228|C48780|RESIDENCE_PERMIT|RESI-****-677|Trulioo|0.56|95.1|ADDRESS_MISMATCH_WARN|2023-06-02 00:00:00
KYC-11229|C48696|DRIVERS_LICENSE|DRIV-****-180|IDnow|0.88|44.2|PEP_HIT;SANCTION_CLEAR|2022-04-02 00:00:00
KYC-11230|C12875|NATIONAL_ID|NATI-****-843|IDnow|0.72|73.6|CLEAR|2022-04-22 00:00:00
KYC-11231|C96275|RESIDENCE_PERMIT|RESI-****-227|Veriff|0.76|72.3|EXPIRED_DOC|2024-11-02 00:00:00
KYC-11232|C61879|RESIDENCE_PERMIT|RESI-****-349|Trulioo|0.86|79.6|ADDRESS_MISMATCH_WARN|2024-07-15 00:00:00
KYC-11233|C45976|DRIVERS_LICENSE|DRIV-****-839|Trulioo|0.84|79.6|CLEAR|2024-08-05 00:00:00
KYC-11234|C11061|NATIONAL_ID|NATI-****-860|IDnow|0.66|65.5|PEP_HIT;SANCTION_CLEAR|2022-07-13 00:00:00
KYC-11235|C99889|RESIDENCE_PERMIT|RESI-****-663|Jumio|0.82|69.4|CLEAR|2023-02-28 00:00:00
KYC-11236|C16428|NATIONAL_ID|NATI-****-400|Veriff|0.66|64.9|CLEAR|2023-04-12 00:00:00
KYC-11237|C89482|PASSPORT|PASS-****-154|Trulioo|0.95|98.1|CLEAR|2022-03-13 00:00:00
KYC-11238|C75107|NATIONAL_ID|NATI-****-587|Trulioo|0.36|67.3|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-01-29 00:00:00
KYC-11239|C47512|DRIVERS_LICENSE|DRIV-****-563|Trulioo|0.45|37.7|HIGH_RISK_GEO;SUSPICIOUS_IP|2022-06-07 00:00:00
KYC-11240|C40162|RESIDENCE_PERMIT|RESI-****-456|Veriff|0.5|90.5|CLEAR|2023-10-21 00:00:00
KYC-11241|C89569|NATIONAL_ID|NATI-****-386|Onfido|0.37|96.9|CLEAR|2024-03-22 00:00:00
KYC-11242|C56179|NATIONAL_ID|NATI-****-219|Jumio|0.94|31.9|PEP_HIT;SANCTION_CLEAR|2021-11-20 00:00:00
KYC-11243|C38705|DRIVERS_LICENSE|DRIV-****-476|Veriff|0.61|61.1|CLEAR|2021-12-02 00:00:00
KYC-11244|C93442|PASSPORT|PASS-****-784|Veriff|0.4|82.8|CLEAR|2024-07-25 00:00:00
KYC-11245|C34920|RESIDENCE_PERMIT|RESI-****-390|Veriff|0.5|90.3|TAMPERED_DOC_SUSPECTED|2021-11-27 00:00:00
KYC-11246|C91381|NATIONAL_ID|NATI-****-126|Veriff|0.6|36.6|ADDRESS_MISMATCH_WARN|2022-06-21 00:00:00
KYC-11247|C42850|DRIVERS_LICENSE|DRIV-****-763|Trulioo|0.63|83.5|EXPIRED_DOC|2021-12-13 00:00:00
KYC-11248|C98835|NATIONAL_ID|NATI-****-925|Onfido|0.42|58.1|PEP_HIT;SANCTION_CLEAR|2021-11-05 00:00:00
KYC-11249|C96400|DRIVERS_LICENSE|DRIV-****-363|Veriff|0.4|99.1|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-08-05 00:00:00
KYC-11250|C99241|RESIDENCE_PERMIT|RESI-****-490|Onfido|0.74|90.2|TAMPERED_DOC_SUSPECTED|2022-07-05 00:00:00
KYC-11251|C27927|DRIVERS_LICENSE|DRIV-****-893|Trulioo|0.59|92.0|CLEAR|2023-04-06 00:00:00
KYC-11252|C92345|PASSPORT|PASS-****-405|Trulioo|0.79|61.7|TAMPERED_DOC_SUSPECTED|2022-05-22 00:00:00
KYC-11253|C22735|PASSPORT|PASS-****-560|Veriff|0.4|39.8|TAMPERED_DOC_SUSPECTED|2021-10-16 00:00:00
KYC-11254|C92242|RESIDENCE_PERMIT|RESI-****-668|Onfido|0.36|46.2|HIGH_RISK_GEO;SUSPICIOUS_IP|2021-10-25 00:00:00
KYC-11255|C94717|RESIDENCE_PERMIT|RESI-****-592|Jumio|0.51|34.2|CLEAR|2023-01-14 00:00:00
KYC-11256|C15167|PASSPORT|PASS-****-265|Onfido|0.61|40.4|CLEAR|2022-05-03 00:00:00
KYC-11257|C50492|DRIVERS_LICENSE|DRIV-****-383|Trulioo|0.93|36.5|CLEAR|2023-03-17 00:00:00
KYC-11258|C67779|PASSPORT|PASS-****-180|Onfido|0.71|83.4|ADDRESS_MISMATCH_WARN|2024-08-10 00:00:00
KYC-11259|C14373|DRIVERS_LICENSE|DRIV-****-606|IDnow|0.69|35.2|CLEAR|2024-02-16 00:00:00
KYC-11260|C85965|NATIONAL_ID|NATI-****-268|IDnow|0.75|59.8|CLEAR|2024-11-16 00:00:00
KYC-11261|C57823|PASSPORT|PASS-****-648|IDnow|0.43|89.4|CLEAR|2024-09-24 00:00:00
KYC-11262|C27224|PASSPORT|PASS-****-678|Jumio|0.35|89.9|TAMPERED_DOC_SUSPECTED|2024-08-12 00:00:00
KYC-11263|C21813|RESIDENCE_PERMIT|RESI-****-902|IDnow|0.5|57.9|PEP_HIT;SANCTION_CLEAR|2024-03-20 00:00:00
KYC-11264|C48680|RESIDENCE_PERMIT|RESI-****-190|Trulioo|0.92|34.9|CLEAR|2024-01-25 00:00:00
KYC-11265|C52823|RESIDENCE_PERMIT|RESI-****-973|Veriff|0.89|76.9|PEP_HIT;SANCTION_CLEAR|2023-02-03 00:00:00
KYC-11266|C64460|NATIONAL_ID|NATI-****-264|Trulioo|0.77|45.1|PEP_HIT;SANCTION_CLEAR|2021-11-21 00:00:00
KYC-11267|C33021|PASSPORT|PASS-****-459|Jumio|0.55|45.4|EXPIRED_DOC|2022-11-28 00:00:00
KYC-11268|C36318|RESIDENCE_PERMIT|RESI-****-457|Veriff|0.44|56.7|CLEAR|2024-09-27 00:00:00
KYC-11269|C27322|RESIDENCE_PERMIT|RESI-****-524|Trulioo|0.81|91.2|CLEAR|2023-07-16 00:00:00
KYC-11270|C80701|DRIVERS_LICENSE|DRIV-****-574|Trulioo|0.36|63.4|CLEAR|2023-05-16 00:00:00
KYC-11271|C57953|RESIDENCE_PERMIT|RESI-****-890|IDnow|0.71|68.5|PEP_HIT;SANCTION_CLEAR|2023-06-22 00:00:00
KYC-11272|C79579|PASSPORT|PASS-****-996|Trulioo|0.71|94.3|PEP_HIT;SANCTION_CLEAR|2024-04-25 00:00:00
KYC-11273|C75771|PASSPORT|PASS-****-392|Veriff|0.62|97.5|CLEAR|2022-03-26 00:00:00
KYC-11274|C45720|NATIONAL_ID|NATI-****-643|Jumio|0.91|78.5|CLEAR|2024-04-06 00:00:00
KYC-11275|C31567|DRIVERS_LICENSE|DRIV-****-443|IDnow|0.59|75.4|CLEAR|2023-11-09 00:00:00
KYC-11276|C43681|RESIDENCE_PERMIT|RESI-****-749|Veriff|0.73|48.1|CLEAR|2022-06-14 00:00:00
KYC-11277|C73156|NATIONAL_ID|NATI-****-229|IDnow|0.4|96.4|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-05-08 00:00:00
KYC-11278|C48684|RESIDENCE_PERMIT|RESI-****-879|Onfido|0.87|78.6|PEP_HIT;SANCTION_CLEAR|2024-08-11 00:00:00
KYC-11279|C54396|RESIDENCE_PERMIT|RESI-****-165|Veriff|0.83|70.3|CLEAR|2024-05-30 00:00:00
KYC-11280|C25095|RESIDENCE_PERMIT|RESI-****-491|Onfido|0.75|70.5|TAMPERED_DOC_SUSPECTED|2024-12-19 00:00:00
KYC-11281|C71385|RESIDENCE_PERMIT|RESI-****-630|Veriff|0.48|67.2|CLEAR|2021-11-19 00:00:00
KYC-11282|C19869|NATIONAL_ID|NATI-****-599|Onfido|0.42|82.7|CLEAR|2023-11-20 00:00:00
KYC-11283|C28449|NATIONAL_ID|NATI-****-924|IDnow|0.77|51.7|CLEAR|2024-10-28 00:00:00
KYC-11284|C39571|PASSPORT|PASS-****-187|Jumio|0.68|61.8|PEP_HIT;SANCTION_CLEAR|2024-05-18 00:00:00
KYC-11285|C98647|NATIONAL_ID|NATI-****-142|Onfido|0.36|39.3|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-02-14 00:00:00
KYC-11286|C98395|DRIVERS_LICENSE|DRIV-****-316|Jumio|0.93|80.7|ADDRESS_MISMATCH_WARN|2024-11-16 00:00:00
KYC-11287|C62089|RESIDENCE_PERMIT|RESI-****-399|Jumio|0.91|79.7|PEP_HIT;SANCTION_CLEAR|2024-09-05 00:00:00
KYC-11288|C83048|NATIONAL_ID|NATI-****-941|Trulioo|0.78|85.3|HIGH_RISK_GEO;SUSPICIOUS_IP|2021-12-09 00:00:00
KYC-11289|C57942|NATIONAL_ID|NATI-****-463|Jumio|0.83|36.3|PEP_HIT;SANCTION_CLEAR|2023-06-17 00:00:00
KYC-11290|C21836|PASSPORT|PASS-****-500|Trulioo|0.87|82.3|ADDRESS_MISMATCH_WARN|2022-01-23 00:00:00
KYC-11291|C61717|PASSPORT|PASS-****-807|Trulioo|0.43|91.7|CLEAR|2023-12-30 00:00:00
KYC-11292|C11824|DRIVERS_LICENSE|DRIV-****-672|Jumio|0.57|63.8|CLEAR|2022-11-23 00:00:00
KYC-11293|C44663|PASSPORT|PASS-****-157|Veriff|0.8|93.7|TAMPERED_DOC_SUSPECTED|2023-10-26 00:00:00
KYC-11294|C80329|RESIDENCE_PERMIT|RESI-****-972|IDnow|0.85|86.6|CLEAR|2022-06-02 00:00:00
KYC-11295|C26199|RESIDENCE_PERMIT|RESI-****-671|Veriff|0.55|31.6|ADDRESS_MISMATCH_WARN|2022-03-23 00:00:00
KYC-11296|C69609|NATIONAL_ID|NATI-****-980|Onfido|0.68|84.8|TAMPERED_DOC_SUSPECTED|2023-11-09 00:00:00
KYC-11297|C58311|PASSPORT|PASS-****-749|Trulioo|0.56|93.0|CLEAR|2023-01-01 00:00:00
KYC-11298|C98188|PASSPORT|PASS-****-791|IDnow|0.38|52.7|CLEAR|2021-11-25 00:00:00
KYC-11299|C98125|NATIONAL_ID|NATI-****-720|IDnow|0.87|69.4|CLEAR|2023-04-09 00:00:00
KYC-11300|C44362|DRIVERS_LICENSE|DRIV-****-768|Onfido|0.54|95.7|CLEAR|2023-05-30 00:00:00
KYC-11301|C86619|PASSPORT|PASS-****-571|Veriff|0.75|68.0|CLEAR|2024-08-17 00:00:00
KYC-11302|C59941|DRIVERS_LICENSE|DRIV-****-712|Trulioo|0.62|95.9|TAMPERED_DOC_SUSPECTED|2024-01-12 00:00:00
KYC-11303|C93695|NATIONAL_ID|NATI-****-588|Veriff|0.52|85.3|PEP_HIT;SANCTION_CLEAR|2024-03-01 00:00:00
KYC-11304|C58689|RESIDENCE_PERMIT|RESI-****-207|Veriff|0.81|58.0|CLEAR|2023-03-06 00:00:00
KYC-11305|C24201|DRIVERS_LICENSE|DRIV-****-172|Veriff|0.62|81.9|CLEAR|2024-10-15 00:00:00
KYC-11306|C98452|PASSPORT|PASS-****-512|Veriff|0.89|31.4|CLEAR|2024-11-29 00:00:00
KYC-11307|C40647|RESIDENCE_PERMIT|RESI-****-132|Jumio|0.95|54.0|CLEAR|2022-07-03 00:00:00
KYC-11308|C71797|RESIDENCE_PERMIT|RESI-****-263|Onfido|0.64|35.7|CLEAR|2023-10-23 00:00:00
KYC-11309|C13280|NATIONAL_ID|NATI-****-661|Trulioo|0.51|33.1|CLEAR|2024-11-02 00:00:00
KYC-11310|C91205|PASSPORT|PASS-****-744|IDnow|0.85|42.9|ADDRESS_MISMATCH_WARN|2024-01-27 00:00:00
KYC-11311|C83584|NATIONAL_ID|NATI-****-974|Jumio|0.54|73.6|CLEAR|2022-05-10 00:00:00
KYC-11312|C52992|PASSPORT|PASS-****-906|Onfido|0.93|90.1|CLEAR|2024-09-15 00:00:00
KYC-11313|C89964|RESIDENCE_PERMIT|RESI-****-919|Jumio|0.9|71.8|PEP_HIT;SANCTION_CLEAR|2022-10-18 00:00:00
KYC-11314|C39015|DRIVERS_LICENSE|DRIV-****-415|IDnow|0.66|96.9|EXPIRED_DOC|2024-07-22 00:00:00
KYC-11315|C94889|DRIVERS_LICENSE|DRIV-****-277|IDnow|0.42|59.0|CLEAR|2023-04-19 00:00:00
KYC-11316|C18285|DRIVERS_LICENSE|DRIV-****-919|Veriff|0.38|31.8|CLEAR|2024-05-21 00:00:00
KYC-11317|C93283|RESIDENCE_PERMIT|RESI-****-481|IDnow|0.82|31.7|CLEAR|2022-03-06 00:00:00
KYC-11318|C70852|DRIVERS_LICENSE|DRIV-****-823|Onfido|0.43|46.5|EXPIRED_DOC|2021-12-18 00:00:00
KYC-11319|C49608|RESIDENCE_PERMIT|RESI-****-438|Onfido|0.43|98.8|ADDRESS_MISMATCH_WARN|2023-09-19 00:00:00
KYC-11320|C95097|RESIDENCE_PERMIT|RESI-****-588|Veriff|0.86|77.4|CLEAR|2024-05-28 00:00:00
KYC-11321|C63516|RESIDENCE_PERMIT|RESI-****-533|Onfido|0.5|38.6|ADDRESS_MISMATCH_WARN|2022-02-08 00:00:00
KYC-11322|C25292|NATIONAL_ID|NATI-****-733|Veriff|0.54|76.6|CLEAR|2024-06-28 00:00:00
KYC-11323|C28320|RESIDENCE_PERMIT|RESI-****-271|Jumio|0.45|33.6|CLEAR|2024-12-09 00:00:00
KYC-11324|C15943|PASSPORT|PASS-****-625|Trulioo|0.93|43.0|CLEAR|2022-03-07 00:00:00
KYC-11325|C14877|RESIDENCE_PERMIT|RESI-****-257|IDnow|0.8|71.5|TAMPERED_DOC_SUSPECTED|2024-10-26 00:00:00
KYC-11326|C49893|RESIDENCE_PERMIT|RESI-****-996|Trulioo|0.71|81.1|PEP_HIT;SANCTION_CLEAR|2023-05-29 00:00:00
KYC-11327|C74569|NATIONAL_ID|NATI-****-507|Trulioo|0.93|65.2|CLEAR|2022-11-01 00:00:00
KYC-11328|C25220|PASSPORT|PASS-****-926|Onfido|0.98|60.1|CLEAR|2023-11-27 00:00:00
KYC-11329|C22739|DRIVERS_LICENSE|DRIV-****-665|Trulioo|0.63|68.0|TAMPERED_DOC_SUSPECTED|2023-10-17 00:00:00
KYC-11330|C40775|PASSPORT|PASS-****-603|Trulioo|0.94|43.6|EXPIRED_DOC|2024-12-11 00:00:00
KYC-11331|C80457|DRIVERS_LICENSE|DRIV-****-405|Veriff|0.65|68.0|PEP_HIT;SANCTION_CLEAR|2024-11-07 00:00:00
KYC-11332|C27781|RESIDENCE_PERMIT|RESI-****-933|Trulioo|0.68|32.1|ADDRESS_MISMATCH_WARN|2022-12-08 00:00:00
KYC-11333|C60940|DRIVERS_LICENSE|DRIV-****-951|IDnow|0.78|52.6|TAMPERED_DOC_SUSPECTED|2022-10-25 00:00:00
KYC-11334|C69459|NATIONAL_ID|NATI-****-785|Onfido|0.86|38.4|TAMPERED_DOC_SUSPECTED|2023-10-08 00:00:00
KYC-11335|C58629|RESIDENCE_PERMIT|RESI-****-320|Jumio|0.71|77.6|EXPIRED_DOC|2022-04-10 00:00:00
KYC-11336|C97881|NATIONAL_ID|NATI-****-913|IDnow|0.66|40.4|EXPIRED_DOC|2024-04-06 00:00:00
KYC-11337|C80804|RESIDENCE_PERMIT|RESI-****-750|Onfido|0.4|48.4|CLEAR|2022-07-28 00:00:00
KYC-11338|C64935|NATIONAL_ID|NATI-****-635|IDnow|0.47|78.3|TAMPERED_DOC_SUSPECTED|2023-03-18 00:00:00
KYC-11339|C86983|RESIDENCE_PERMIT|RESI-****-202|Jumio|0.73|45.1|HIGH_RISK_GEO;SUSPICIOUS_IP|2022-12-26 00:00:00
KYC-11340|C30253|NATIONAL_ID|NATI-****-495|Trulioo|0.41|88.4|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-02-05 00:00:00
KYC-11341|C64379|PASSPORT|PASS-****-424|Onfido|0.59|37.4|PEP_HIT;SANCTION_CLEAR|2021-09-26 00:00:00
KYC-11342|C95841|RESIDENCE_PERMIT|RESI-****-562|Jumio|0.78|95.9|EXPIRED_DOC|2024-01-17 00:00:00
KYC-11343|C22978|DRIVERS_LICENSE|DRIV-****-774|IDnow|0.56|94.9|HIGH_RISK_GEO;SUSPICIOUS_IP|2021-12-22 00:00:00
KYC-11344|C74139|NATIONAL_ID|NATI-****-923|Veriff|0.74|55.6|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-01-17 00:00:00
KYC-11345|C90694|DRIVERS_LICENSE|DRIV-****-876|IDnow|0.49|47.1|ADDRESS_MISMATCH_WARN|2022-10-12 00:00:00
KYC-11346|C63492|DRIVERS_LICENSE|DRIV-****-956|IDnow|0.35|53.7|HIGH_RISK_GEO;SUSPICIOUS_IP|2021-10-25 00:00:00
KYC-11347|C46666|DRIVERS_LICENSE|DRIV-****-319|Jumio|0.66|89.7|HIGH_RISK_GEO;SUSPICIOUS_IP|2021-12-08 00:00:00
KYC-11348|C14288|RESIDENCE_PERMIT|RESI-****-158|Onfido|0.77|61.3|CLEAR|2023-06-08 00:00:00
KYC-11349|C58566|DRIVERS_LICENSE|DRIV-****-209|Trulioo|0.45|31.2|ADDRESS_MISMATCH_WARN|2022-04-25 00:00:00
KYC-11350|C38477|RESIDENCE_PERMIT|RESI-****-285|Jumio|0.9|85.0|CLEAR|2024-01-27 00:00:00
KYC-11351|C68115|NATIONAL_ID|NATI-****-947|Veriff|0.37|97.3|TAMPERED_DOC_SUSPECTED|2022-04-11 00:00:00
KYC-11352|C68287|NATIONAL_ID|NATI-****-244|Jumio|0.51|71.7|TAMPERED_DOC_SUSPECTED|2023-08-23 00:00:00
KYC-11353|C40947|RESIDENCE_PERMIT|RESI-****-558|Onfido|0.84|61.4|TAMPERED_DOC_SUSPECTED|2022-01-07 00:00:00
KYC-11354|C57537|DRIVERS_LICENSE|DRIV-****-733|Veriff|0.91|97.9|CLEAR|2022-02-23 00:00:00
KYC-11355|C23022|DRIVERS_LICENSE|DRIV-****-135|Veriff|0.55|77.6|PEP_HIT;SANCTION_CLEAR|2023-07-09 00:00:00
KYC-11356|C99873|RESIDENCE_PERMIT|RESI-****-905|IDnow|0.45|47.4|CLEAR|2024-01-19 00:00:00
KYC-11357|C58147|RESIDENCE_PERMIT|RESI-****-954|Onfido|0.57|95.2|CLEAR|2022-06-02 00:00:00
KYC-11358|C81364|DRIVERS_LICENSE|DRIV-****-296|Veriff|0.68|42.2|CLEAR|2024-03-05 00:00:00
KYC-11359|C94518|NATIONAL_ID|NATI-****-479|Onfido|0.55|31.5|TAMPERED_DOC_SUSPECTED|2022-02-02 00:00:00
KYC-11360|C57012|DRIVERS_LICENSE|DRIV-****-446|IDnow|0.47|34.2|PEP_HIT;SANCTION_CLEAR|2024-06-13 00:00:00
KYC-11361|C17936|DRIVERS_LICENSE|DRIV-****-781|Onfido|0.65|38.8|TAMPERED_DOC_SUSPECTED|2022-05-14 00:00:00
KYC-11362|C62184|DRIVERS_LICENSE|DRIV-****-103|IDnow|0.58|95.2|TAMPERED_DOC_SUSPECTED|2022-02-22 00:00:00
KYC-11363|C46160|NATIONAL_ID|NATI-****-810|IDnow|0.38|96.0|EXPIRED_DOC|2022-10-31 00:00:00
KYC-11364|C34878|DRIVERS_LICENSE|DRIV-****-435|Veriff|0.63|93.9|CLEAR|2024-09-12 00:00:00
KYC-11365|C26011|PASSPORT|PASS-****-482|Onfido|0.59|58.4|EXPIRED_DOC|2021-11-20 00:00:00
KYC-11366|C69600|DRIVERS_LICENSE|DRIV-****-290|Onfido|0.72|95.4|PEP_HIT;SANCTION_CLEAR|2023-08-11 00:00:00
KYC-11367|C22015|NATIONAL_ID|NATI-****-671|Onfido|0.42|92.4|ADDRESS_MISMATCH_WARN|2022-09-01 00:00:00
KYC-11368|C96870|DRIVERS_LICENSE|DRIV-****-799|Trulioo|0.65|57.4|CLEAR|2023-05-25 00:00:00
KYC-11369|C37801|RESIDENCE_PERMIT|RESI-****-117|IDnow|0.41|86.5|CLEAR|2023-11-24 00:00:00
KYC-11370|C94109|RESIDENCE_PERMIT|RESI-****-241|Onfido|0.44|66.8|PEP_HIT;SANCTION_CLEAR|2022-05-28 00:00:00
KYC-11371|C93819|DRIVERS_LICENSE|DRIV-****-618|Jumio|0.77|93.1|PEP_HIT;SANCTION_CLEAR|2022-12-06 00:00:00
KYC-11372|C88269|DRIVERS_LICENSE|DRIV-****-746|IDnow|0.52|86.5|CLEAR|2023-03-06 00:00:00
KYC-11373|C12799|NATIONAL_ID|NATI-****-279|Veriff|0.62|59.8|TAMPERED_DOC_SUSPECTED|2023-10-16 00:00:00
KYC-11374|C16629|PASSPORT|PASS-****-487|Trulioo|0.4|48.6|HIGH_RISK_GEO;SUSPICIOUS_IP|2023-12-14 00:00:00
KYC-11375|C53713|PASSPORT|PASS-****-644|Trulioo|0.38|56.0|TAMPERED_DOC_SUSPECTED|2024-03-08 00:00:00
KYC-11376|C41925|NATIONAL_ID|NATI-****-271|Onfido|0.93|70.4|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-08-18 00:00:00
KYC-11377|C26505|PASSPORT|PASS-****-515|Trulioo|0.46|81.2|CLEAR|2022-04-04 00:00:00
KYC-11378|C84000|NATIONAL_ID|NATI-****-766|Jumio|0.65|82.3|ADDRESS_MISMATCH_WARN|2022-11-19 00:00:00
KYC-11379|C36896|PASSPORT|PASS-****-967|Jumio|0.5|67.2|TAMPERED_DOC_SUSPECTED|2023-07-31 00:00:00
KYC-11380|C18992|PASSPORT|PASS-****-516|Jumio|0.53|50.9|ADDRESS_MISMATCH_WARN|2022-07-02 00:00:00
KYC-11381|C82641|PASSPORT|PASS-****-595|IDnow|0.67|97.4|CLEAR|2023-11-15 00:00:00
KYC-11382|C37152|DRIVERS_LICENSE|DRIV-****-944|IDnow|0.78|90.1|ADDRESS_MISMATCH_WARN|2022-07-30 00:00:00
KYC-11383|C86858|RESIDENCE_PERMIT|RESI-****-464|IDnow|0.91|42.4|CLEAR|2023-04-30 00:00:00
KYC-11384|C38305|DRIVERS_LICENSE|DRIV-****-449|Jumio|0.83|46.0|CLEAR|2024-08-16 00:00:00
KYC-11385|C40539|RESIDENCE_PERMIT|RESI-****-275|Jumio|0.81|50.5|CLEAR|2024-01-15 00:00:00
KYC-11386|C53064|NATIONAL_ID|NATI-****-721|Trulioo|0.85|78.8|CLEAR|2022-11-21 00:00:00
KYC-11387|C29340|PASSPORT|PASS-****-577|Jumio|0.88|86.4|TAMPERED_DOC_SUSPECTED|2024-02-05 00:00:00
KYC-11388|C88116|RESIDENCE_PERMIT|RESI-****-771|Jumio|0.88|70.4|ADDRESS_MISMATCH_WARN|2024-01-22 00:00:00
KYC-11389|C10371|DRIVERS_LICENSE|DRIV-****-369|Trulioo|0.8|44.2|ADDRESS_MISMATCH_WARN|2024-02-13 00:00:00
